date,metric,value
2026-03-31,经营活动产生的现金流量净额对净利润的比率,1.6536
2026-03-31,毛利率(GM),0.6211
2026-03-31,所有者权益合计,239817817650
2026-03-31,自由现金流量,43319847167
2026-03-31,速动比率,0.142
2026-03-31,营业收入,18111540768
2026-03-31,资本回报率(ROIC),0.0837
2026-03-31,流动资产合计,0
2026-03-31,货币资金,661620607040.64
2026-03-31,有息负债率,0.5154
2026-03-31,归属于母公司普通股股东的净利润,6761006898
2026-03-31,净利润率,0.4184
2026-03-31,长期负债合计,162047202280
2026-03-31,负债合计,322172683240
2026-03-31,基本每股收益,0.2763
2026-03-31,应收账款,8559518873
2026-03-31,流动比率,0.1507
2026-03-31,资产合计,561990500890
2026-03-31,资产负债率,0.5733
2026-03-31,流动负债合计,157949089
2026-03-31,净资产收益率(ROE),0.1564
2026-03-31,经营活动产生的现金流量净额,11710663091
2026-03-31,总资产收益率(ROA),0.0649
